fast,slow,signal,profit_factor,total_return,sharpe_ratio,win_rate
13,26,10,0.9783659035294807,-0.033413679707888895,-0.5285825676590783,0.49787928221859706
13,26,12,0.9651926162899161,-0.05410753490878343,-0.8560332349445838,0.4956762930331212
13,26,14,0.961694470751727,-0.05965153041037537,-0.9437568939011122,0.49600261054005546
13,28,6,0.9744549924114486,-0.03971708397982084,-0.6274597608939938,0.49521492295214925
13,28,8,0.9853517670805948,-0.022551169792040852,-0.35672383226345433,0.4976357410728844
13,28,10,0.9748261200522588,-0.038941509765056566,-0.6160741396935564,0.4968184043073911
13,28,12,0.9591543964880691,-0.06368954487169684,-1.007653386839204,0.495349975526187
13,28,14,0.9795478648208777,-0.031560083496122306,-0.49929306220912517,0.4964099216710183
13,30,6,0.964655324146102,-0.05522760260957487,-0.8725250707942653,0.4944038929440389
13,30,8,0.9775210762621714,-0.034733340581729756,-0.5494597623803754,0.49608482871125614
13,30,10,0.978107707787607,-0.03380903634727805,-0.5348717129043247,0.4976341980747267
13,30,12,0.9620797977690774,-0.05903988050412211,-0.9340784743832032,0.495349975526187
13,30,14,0.968969551172633,-0.048140938606035175,-0.7616296086388745,0.4946148825065274
13,32,6,0.9785454986567391,-0.03328824818558327,-0.525890419212575,0.49716139497161393
13,32,8,0.9831822761098051,-0.026032935551929072,-0.4112667545485956,0.4969991889699919
13,32,10,0.9744024313453608,-0.03979986481487079,-0.6287676372565862,0.49748580697485806
13,32,12,0.9729429082080124,-0.04209281496349669,-0.6650066939367739,0.49691658552418044
13,32,14,0.9679441823715382,-0.04975761767164201,-0.7872093919602275,0.4939621409921671
13,34,6,0.9678274495144644,-0.050163606923889666,-0.7926420469284218,0.4961856841421847
13,34,8,0.980433612638748,-0.030313817925426,-0.47897700721233566,0.4969972407076773
13,34,10,0.9598534403958837,-0.06285140893602861,-0.9931531503633539,0.4966726180814803
13,34,12,0.9745459562387953,-0.03955303555683312,-0.6249706684823266,0.4960233728290862
13,34,14,0.9620366028123867,-0.05910489632614015,-0.9351112768829136,0.4931462140992167
13,36,6,0.9730249073688617,-0.0419489076497608,-0.6628301006270078,0.4960233728290862
13,36,8,0.9765257849003202,-0.03644004250214566,-0.5757799921919368,0.4966726180814803
13,36,10,0.9704367879501757,-0.04603407179344223,-0.7273847295077912,0.4961856841421847
13,36,12,0.9684691013585535,-0.04892977769332285,-0.774110924563964,0.4946148825065274
13,36,14,0.9718405046627039,-0.043622914751332696,-0.6901448662564991,0.4943691855720581
13,38,6,0.9722927595900303,-0.04309870369246883,-0.6810093282393782,0.4952922077922078
13,38,8,0.9769440438603749,-0.035779237043121845,-0.5653465576099349,0.4967532467532468
13,38,10,0.9712951176129321,-0.044480496038333636,-0.703713431115194,0.4970626631853786
13,38,12,0.9673632083770014,-0.05067437599859665,-0.8017148448611091,0.4941253263707572
13,38,14,0.9648073909188456,-0.054713321304419235,-0.8656223528614361,0.49355312551003755
13,40,6,0.9817998751116253,-0.028174543402912415,-0.44518057173254505,0.4967532467532468
13,40,8,0.9737956481234245,-0.040556710868335594,-0.641629133152852,0.4961657692935226
13,40,10,0.9662566278860008,-0.05242202316167023,-0.8293673095750667,0.49559399477806787
13,40,12,0.9585712004702709,-0.06461427580732679,-1.0222907765742077,0.49281984334203655
13,40,14,0.97010572858123,-0.046351099021555466,-0.7333103650907127,0.4929002774604211
13,42,6,0.9861089181491413,-0.021366062772325466,-0.3380143731440378,0.4976341980747267
13,42,8,0.9649247010728327,-0.05453143921889483,-0.8627406310745567,0.4974710393212596
13,42,10,0.9593840750777206,-0.06332019882933937,-1.0018131846995282,0.4934725848563969
13,42,12,0.9577702042149985,-0.06588990225547504,-1.042476714761733,0.4909417333115717
13,42,14,0.9528836680605635,-0.07367665204699064,-1.1658204711800553,0.49281749918380674
13,44,6,0.9823112567416411,-0.02725942071396372,-0.4312507524540086,0.49583945178658834
13,44,8,0.966114024013493,-0.0526473837203772,-0.8329331406313574,0.49738903394255873
13,44,10,0.9690871147265339,-0.047955686024905755,-0.7586984795048067,0.4934725848563969
13,44,12,0.9598452591707366,-0.06258592006225651,-0.990194079610008,0.49159458136118817
13,44,14,0.9502363674450001,-0.07792191323833095,-1.233011673151472,0.4939601697682011
13,46,6,0.9792813398096791,-0.03197758252940234,-0.5058961609943974,0.49600261054005546
13,46,8,0.9742306040382688,-0.03987235203609003,-0.6308042049371343,0.49657310704960833
13,46,10,0.9779654971723443,-0.03402876132908239,-0.5383503826637853,0.49404276154724985
13,46,12,0.9597344734527972,-0.0627438167816794,-0.992794399297909,0.4921645445641528
13,46,14,0.9467221574587497,-0.08357520324590903,-1.3224925416112603,0.49249102187397975
13,48,6,0.9867805067727776,-0.0203249933737406,-0.32154559287185713,0.49673629242819844
13,48,8,0.9825887068155135,-0.026826492709848347,-0.42440334752782105,0.49673629242819844
13,48,10,0.9729063466877653,-0.04194910467126506,-0.6636620588058867,0.49159458136118817
13,48,12,0.9660742674922115,-0.05269435560062413,-0.8337619141666652,0.4923277832190663
13,48,14,0.9463105067970462,-0.08423875911961315,-1.3329957112746202,0.49249102187397975
15,20,6,0.9711466173158576,-0.04496912602484889,-0.710258825080321,0.49262441238450316
15,20,8,0.9773000349142006,-0.03526584506411174,-0.556997086713127,0.49448767833981844
15,20,10,0.9819430994550327,-0.027968590588355234,-0.4418470698180922,0.4969991889699919
15,20,12,0.9858234580068376,-0.02191534085278616,-0.3462158298805238,0.4991078669910787
15,20,14,0.9676748455961194,-0.05018555894093462,-0.7939770821430397,0.4961657692935226
15,22,6,0.9710317490313436,-0.04514714944102821,-0.7130764290629344,0.49335278858625164
15,22,8,0.9865080417819,-0.02085857775384941,-0.32945122665396837,0.4967564060979565
15,22,10,0.9729615956094634,-0.04207082079439738,-0.664647284834374,0.49618815896188156
15,22,12,0.966595651649986,-0.05213608118127269,-0.8236916877521255,0.4971604737952296
15,22,14,0.9654975038912638,-0.053625272256740256,-0.8484024637421866,0.49649208680045687
15,24,6,0.9687023384245099,-0.04883526098349948,-0.7713338034749764,0.49497405966277563
15,24,8,0.9882798522466457,-0.018095647707818692,-0.28587189093051385,0.4978102189781022
15,24,10,0.9746377655717575,-0.039245714081457085,-0.6208469823748026,0.4973898858075041
15,24,12,0.9727200231483571,-0.04224448654841728,-0.6683325915080696,0.49714472181432534
15,24,14,0.9772685994208498,-0.03511979862272912,-0.5556095055790304,0.4968184043073911
15,26,6,0.9634870895482053,-0.057086965665977187,-0.9019045021775945,0.49359286293592863
15,26,8,0.9673034173479601,-0.050783564335950576,-0.8033870989196192,0.49429037520391517
15,26,10,0.979980509321691,-0.030887559876329705,-0.48865094134658,0.4969815630608582
15,26,12,0.9636105762957561,-0.0566123660779078,-0.8956672137978273,0.4968184043073911
15,26,14,0.9670926623363286,-0.051101473775395215,-0.8084726485412546,0.4954308093994778
15,28,6,0.9669305408570837,-0.0513877228147746,-0.8129083452743225,0.4955160606554704
15,28,8,0.9737213474124327,-0.04067323783219435,-0.6434727788871772,0.49649208680045687
15,28,10,0.9667785660859497,-0.05160055801134742,-0.816365972080449,0.4968184043073911
15,28,12,0.9737394402926643,-0.040642428934436425,-0.6429881022478974,0.495757180156658
15,28,14,0.9673336938317437,-0.05072096345644171,-0.8024519793841353,0.49477806788511747
15,30,6,0.9674056635720019,-0.05063718227858018,-0.8010341883313661,0.4956791129952715
